"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"TicketNetwork",,"11334360","Concerts - Pitbull","Pitbull tickets at TicketNetwork.com","Pitbull, concert, music, rap, live music, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11334360-1405698138000"" target=""_blank"">Pitbull Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11334360-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151128?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11334360-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10861514","Concerts (Rod Stewart)","Buy Rod Stewart Tickets","Rod, Rod Stewart,  Concert, Tickets, Arena, Music, Sounds, Singing, Show","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-10861514-1405698138000"" target=""_blank"">Rod Stewart Tickets</a><img src=""http://www.tqlkg.com/image-7839687-10861514-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151129?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-10861514-1405698138000","Product","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10535481","Concerts - General","Link to Concert Tickets on TicketNetwork.com.","concert tickets, jonas brothers tickets, bon jovi, celine dion, the police, kenny chesney, michael buble, radiohead, tom petty and the heartbreakers, bruce springsteen","Text Link","1.58 € EUR","26.29 € EUR","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-10535481-1405698138000"" target=""_blank"">Celine Dion</a><img src=""http://www.lduhtrp.net/image-7839687-10535481-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151130?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10535481-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11190666","Concerts - Furthur","Furthur concert tickets at TicketNetwork.com","Furthur, concert, tickets, tour, rock","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11190666-1405698138000"" target=""_blank"">Furthur Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11190666-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151131?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11190666-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11068774","Concerts - Justin Bieber","Justin Bieber tickets at TicketNetwork.com","Justin Bieber, Concert, Tour, Tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11068774-1405698138000"" target=""_blank"">Justin Bieber Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11068774-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151132?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11068774-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11077972","Concerts - Justin Bieber -  250 x 250","Get Your Justin Bieber Concert Tickets","Justin Bieber, Concert, Tour, tickets","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11077972-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11077972-1405698138000"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151133?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11077972-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11077977","Concert - Justin Bieber -  728 x 90","Get Your Justin Bieber Tickets","Justin Bieber. concert, tour, Tickets","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11077977-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11077977-1405698138000"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151134?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11077977-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11351977","Concerts - Blake Shelton","Blake Shelton","Blake Shelton, Blake, Shelton, Country, entertainment, concerts, live music, country music, fun, southern","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11351977-1405698138000"" target=""_blank"">Blake Shelton Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11351977-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151135?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11351977-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11351989","Concerts - Smash Mouth","Smash Mouth tickets at TicketNetwork.com","Smash Mouth, smash, mouth, music, entertainment, live music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11351989-1405698138000"" target=""_blank"">Smash Mouth Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11351989-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151136?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11351989-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11369925","Concerts - Michael Bublé","Michael Buble","Michael Buble, standards, music, fun, tickets, concert, show, live music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11369925-1405698138000"" target=""_blank"">Michael Bublé Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11369925-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151137?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11369925-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11405320","Concerts - Marc Anthony","Marc Anthony","Marc Anthony, concerts, tickets, fun, music, latin, marc","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11405320-1405698138000"" target=""_blank"">Marc Anthony Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11405320-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151138?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11405320-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11500822","Concerts - B96 Jingle Bash","B96 Jingle Bash Tickets at TicketNetwork.com","B96 Jingle Bash, tickets, concerts, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11500822-1405698138000"" target=""_blank"">B96 Jingle Bash Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11500822-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151139?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11500822-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11512175","Concerts - Z100 Jingle Ball","Z100 Jingle Ball Tickets at TicketNetwork.com","Z100 Jingle Ball, concert, fun, pop","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11512175-1405698138000"" target=""_blank"">Z100 Jingle Ball Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11512175-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151140?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11512175-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11275666","Concert- Allman Brothers Band","Allman Brothers Band Concert Tickets","Fun Concert Tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11275666-1405698138000"" target=""_blank"">Allman Brothers Band Concert Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11275666-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151142?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11275666-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"11663208","Jay Z","Jay Z Tickets","Jay Z, Jay Z Tickets, Jay Z Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11663208-1405955857000"" target=""_blank"">Jay Z Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11663208-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151141?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11663208-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10755569","Concert tickets large banner","Link to our huge selection of concert tickets to every major tour by the biggest names in music.","concert tickets, concert tour tickets, cheap concert tickets, cheap concerts","Banner","85.57 € EUR","83.17 € EUR","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-10755569-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-10755569-1405955857000"" width=""768"" height=""90"" alt=""Find cheap concert tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151143?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-10755569-1405955857000","Product","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"10880529","Concerts  - Enrique Iglesias - 125 x 125","Enrique Iglesias Tickets","Concerts, music, girls, espanol, Enrique Iglesias, tickets","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10880529-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-10880529-1405698138000"" width=""125"" height=""125"" alt=""Buy Enrique Iglesias Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151144?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-10880529-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11034242","Concerts - One Direction","One Direction Tickets","One Direction, Tickets, concerts, Boy Band,X-Factor","Text Link","0.00 € EUR","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11034242-1405698138000"" target=""_blank"">One Direction Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11034242-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151145?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11034242-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11139807","Concerts - Weird Al Yankovic","Weird Al Yankovic tickets at TicketNetwork.com","Weird Al, comedy, parodist, tickets, concert, tour,","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11139807-1405698138000"" target=""_blank"">Weird Al Yankovic Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11139807-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151146?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11139807-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11252642","Concert- Fleetwood Mac","Fleetwood Mac tickets at TicketNetwork.com","Fleetwood Mac, Concert, Fun, Tickets, Classic Rock, Stevie Nicks","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11252642-1405698138000"" target=""_blank"">Fleetwood Mac Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11252642-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151147?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11252642-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11311690","Concert - Imagine Dragons","Imagine Dragons tickets at TicketNetwork.com","Imagine Dragons, imagine, dragon, music, concerts, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11311690-1405698138000"" target=""_blank"">Imagine Dragons Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11311690-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151148?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11311690-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11669816","Concerts-Jennifer Nettles","Jennifer Nettles Tickets at TicketNetwork.com","Jennifer Nettles, Jennifer Nettles Tickets, Jennifer Nettles Tour, That Girl, Sugarland","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11669816-1405698138000"" target=""_blank"">Jennifer Nettles Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11669816-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151149?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11669816-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11669791","Concerts- Paramore","Paramore Tickets at TicketNetwork.com","Paramore, Paramore Tickets, Paramore Tour, Paramore Concert, Monumentour","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11669791-1405698138000"" target=""_blank"">Paramore Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11669791-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151150?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11669791-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"PrimeSport",,"11384781","Country & Folk Concert Tickets","Country & Folk Concert Tickets","Carrie Underwood, Miranda Lambert, Shania Twain, Taylor Swift, Alan Jackson, Ed Sheeran, Jason Aldean, Keith Urban, Kenny Chesney, Luke Bryan, Tim McGraw, Willie Nelson, The Lumineers, Mumford & Sons, Rascal Flatts, Zac Brown Band, concert, concert tickets","Text Link","N/A","N/A","30-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11384781-1406763006000"" target=""_blank"">Country & Folk Concert Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11384781-1406763006000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151151?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11384781-1406763006000","N/A","","","","Events","3912545","Active","English","No"
"TicketNetwork",,"11363657","Concerts - Counting Crows","Counting Crows at TicketNetwork.com","Counting Crows, concert, live music, music, fun, tickets, entertainment","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11363657-1405698138000"" target=""_blank"">Counting Crows Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11363657-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151152?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11363657-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11334367","Concerts - Everclear","Everclear tickets at TicketNetwork.com","Everclear, concerts, music, fun, live music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11334367-1405698138000"" target=""_blank"">Everclear Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11334367-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151153?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11334367-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11071053","Concert - Carrie Underwood - 728 x 90","Buy Carrie Underwood Tickets","Carrie Underwood, Comcert, Tour, Tickets, American Idol","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11071053-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11071053-1405698138000"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151154?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11071053-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11413122","Concerts -  The Avett Brothers","The Avett Brothers","The Avett Brothers, music, live music, concert, ticket, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11413122-1405698138000"" target=""_blank"">The Avett Brothers Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11413122-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151155?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11413122-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10767186","Concerts - Lynyrd Skynyrd","Lynyrd Skynyrd tickets at TicketNetwork.com","Lynyrd Skynyrd, Concerts, text link","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-10767186-1405698138000"" target=""_blank"">Lynyrd Skynyrd Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-10767186-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151156?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-10767186-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10997048","Concert - Barry Manilow Tickets","Buy Barry Manilow Tickets","Barry Manilow, Tickets, singer, Adult Contemporary, tour","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-10997048-1405698138000"" target=""_blank"">Barry Manilow Tickets</a><img src=""http://www.tqlkg.com/image-7839687-10997048-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151157?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-10997048-1405698138000","Product","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11071045","Concert - Carrie Underwood - 300 x 150","Buy Carrie Underwood Tickets","Carrie Underwood, Concert, Tour, Tickets, American Idol","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11071045-1405698138000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11071045-1405698138000"" width=""300"" height=""150"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151158?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11071045-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11144498","Mobile - Concerts - General - 320 x 50","Buy Concerts Tickets","Concerts, Tickets, Tour. Music, shows","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11144498-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11144498-1405698138000"" width=""320"" height=""50"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151159?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11144498-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11356005","Concerts - Rolling Stones","Buy Rolling Stones Tickets at TicketNetwork.com","Rolling Stones, Tickets, Concerts, Rock, Fun, Music","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11356005-1405698138000"" target=""_blank"">Rolling Stones Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11356005-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151160?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11356005-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11363656","Concerts - The Allman Brothers Band","The Allman Brothers Band tickets at TicketNetwork.com","The Allman Brothers Band, classic rock, concert, fun, music, live music, legends, rock, tickets","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11363656-1405698138000"" target=""_blank"">The Allman Brothers Band Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11363656-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151161?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11363656-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11464961","Concerts - New Found Glory & Alkaline Trio","New Found Glory & Alkaline Trio Tickets at TicketNetwork.com","New Found Glory, Alkaline Trio, concerts, music, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11464961-1405698138000"" target=""_blank"">New Found Glory and Alkaline Trio Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11464961-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151162?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11464961-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11109267","Concerts - Jackson Browne","Jackson Browne Tickets at TicketNetwork.com","Jackson Browne, tickets, concert, tour, Clyde, rock","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11109267-1405698138000"" target=""_blank"">Jackson Browne Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11109267-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151163?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11109267-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11317175","Concert - Bassnectar","Bassnectar tickets at TicketNetwork.com","Bassnectar, music, concerts, concert, live music, fun","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11317175-1405698138000"" target=""_blank"">Bassnectar Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11317175-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151164?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11317175-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11034306","Concerts - Andrea Bocelli","Buy Andrea Bocelli tickets now!","Italian, tenor, classical, tickets, concert, Andrea Bocelli","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11034306-1405698138000"" target=""_blank"">Andrea Bocelli Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11034306-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151165?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11034306-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11053433","Concerts - One Direction  - 300 x 150","Buy One Direction Tickets","One Direction, Concert, Tour, Tickets, Britsh invasion, Up All Night Tour","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11053433-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11053433-1405698138000"" width=""300"" height=""150"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151166?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11053433-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11053438","Concerts - One Direction -  728 x 90","Buy One Direction Tickets","One Direction, Concert, Tour, Tickets, Britsh invasion, Up All Night Tour","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11053438-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11053438-1405698138000"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151167?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11053438-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11071048","Concert - Carrie Underwood - 468 x 60","Buy Carrie Underwood Tickets","Carrie Underwood, Comcert, Tour, Tickets, American Idol","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11071048-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11071048-1405698138000"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151168?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11071048-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11179234","Concerts - 3 Doors Down & Daughtry","3 Doors Down & Daughtry concert tickets at TicketNetwork.com","3 Doors Down, Daughtry, concert, tour, tickets, rock","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11179234-1405698138000"" target=""_blank"">3 Doors Down & Daughtry Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-11179234-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151169?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11179234-1405698138000","N/A","","","","Events","2288710","Active","English","No"
